-244.247940,-227.518036,-206.466888,-195.439575,-159.256729,-117.400299,-93.632240,-84.426102,-58.009113,-18.956450,7.992401,22.979879,33.627579,39.858738,39.557384,25.380861,-9.572248,-57.546085,-76.078255,-56.428448,-38.039497,-38.548500,-59.803791,-93.338264,-112.153061,-125.269028,-135.524933,-132.347885,-125.966316,-132.170105,-142.642654,-150.939606,-163.469543,-177.700882,-175.734375,-165.883224,-159.031219,-136.479416,-110.485176,-97.825699,-104.669861,-128.928146,-156.729721,-168.333038,-176.968018,-195.351837,-230.468811,-283.420685
19.819090,13.602875,2.534863,-4.087052,7.608911,18.892487,24.078854,25.692749,22.678905,18.323057,17.676666,23.390244,35.118568,46.027863,50.599998,52.432274,53.748501,54.558544,56.612202,45.247326,34.628792,24.052959,11.840591,5.807343,27.821918,62.239376,93.609055,107.149338,105.495667,103.455475,105.632919,109.238129,112.015427,114.357086,103.926666,80.180740,57.387825,50.459206,57.550938,74.135712,93.226746,113.046349,128.477585,126.854485,119.496246,113.948990,105.360336,88.019440
92.168907,91.138290,87.925415,84.620361,65.280975,43.319290,31.884960,28.084263,26.550043,20.665237,14.777369,3.524220,-16.837025,-35.095684,-43.586006,-47.665253,-51.764275,-55.833183,-58.135311,-63.810158,-69.391632,-73.433617,-75.325790,-72.053703,-61.550766,-55.731594,-56.974930,-59.325493,-58.779213,-56.363850,-54.514465,-51.564327,-44.153725,-33.260620,-22.266968,-3.557886,10.550364,-1.538477,-24.828369,-37.204529,-43.196987,-47.105629,-52.670204,-59.716309,-65.045540,-66.844307,-67.231514,-67.822754
-18.770432,-13.915298,-1.356482,11.406427,14.611437,12.869697,13.704287,15.485779,16.990627,19.759544,23.584103,23.627230,15.824457,3.198281,-9.553001,-17.859200,-22.809078,-27.687572,-40.546860,-45.572300,-45.954216,-43.780495,-39.886314,-35.599277,-32.444027,-34.875591,-35.515251,-35.470825,-37.077057,-39.082718,-40.539291,-35.961060,-26.767033,-13.287566,6.357140,21.723829,37.407909,35.447380,22.907818,13.092971,3.853613,-7.978842,-18.497181,-21.865547,-21.819792,-16.871469,-9.437500,-4.229033
-39.138039,-44.661980,-49.300560,-49.548588,-46.509384,-48.191891,-51.772804,-55.658398,-61.103504,-62.958176,-63.486641,-65.547226,-65.287338,-56.797012,-44.532238,-33.726273,-24.045408,-11.909010,-3.489926,-0.535916,0.827537,2.569235,4.993135,6.984708,10.138937,10.076565,2.723771,-7.368920,-8.957666,-6.954969,-4.446115,-3.928664,-6.212603,-11.734841,-22.652523,-36.722137,-46.366589,-49.171051,-42.306736,-34.728783,-25.082573,-15.211019,-9.791750,-4.976892,-0.826605,2.347196,5.422124,9.831467
16.811863,11.661293,2.012507,-7.849503,-20.432522,-27.229748,-29.121122,-27.737139,-24.024757,-23.805090,-25.690449,-29.744440,-34.614967,-38.714813,-41.104065,-41.460953,-40.511475,-34.556492,-13.744930,-2.540510,-0.379895,1.989542,4.652382,4.720434,0.703027,-5.655663,-6.938157,-2.975918,-0.592324,1.027154,2.569905,2.694782,1.650131,-5.732450,-16.383553,-16.405306,-20.238411,-24.697487,-22.905853,-24.041479,-26.215755,-25.689140,-21.038177,-20.977184,-21.220776,-20.641945,-20.575493,-20.101728
-23.933270,-18.478874,-8.496689,-4.107620,-13.189720,-20.593348,-24.425177,-24.386770,-21.808132,-20.483292,-20.366793,-20.077194,-19.113384,-17.404293,-16.689785,-16.693106,-17.108196,-23.571112,-40.270054,-45.356125,-45.562874,-43.754646,-40.267471,-37.200535,-37.823750,-38.301441,-35.242771,-34.248672,-35.821556,-36.294014,-38.140465,-40.483688,-42.873428,-42.496758,-36.197304,-34.206566,-29.340031,-24.531403,-27.252789,-31.637350,-34.580093,-36.130844,-37.180023,-32.545479,-24.739239,-18.405838,-13.987511,-10.558225
-15.748458,-16.005482,-13.445881,-10.963512,-13.824347,-14.832951,-16.330414,-17.889122,-18.749481,-17.797865,-16.118160,-9.531526,0.618101,9.346752,16.015783,19.614586,21.055504,19.620525,21.060429,27.394409,32.065845,35.460625,38.191872,39.487541,36.631378,29.552673,14.064003,3.131625,2.912005,2.930451,1.638024,-2.090112,-8.446498,-17.712490,-27.457661,-29.920757,-22.414845,-5.047243,2.168295,2.012112,-0.586830,-4.143082,-8.322627,-5.854459,-1.091678,-0.000430,-3.472136,-9.370487
16.861858,11.936749,1.974974,-7.190671,-16.671055,-21.232773,-21.898819,-18.491364,-7.656788,-4.927814,-8.137733,-10.542932,-11.454330,-9.605825,-6.233259,-2.868485,1.896945,5.747140,-0.334205,-5.796648,-6.084005,-5.737239,-5.061124,-4.177646,-4.815188,-7.007332,-1.359907,6.732809,6.851468,6.392160,8.103861,11.074114,14.588939,15.019102,5.765564,-6.145464,-19.222046,-20.822842,-15.542084,-14.464295,-13.703335,-8.824399,2.408973,7.089495,8.709122,9.431128,9.466810,8.280306
-10.771107,-8.028257,-2.554847,2.120070,5.504600,4.759722,0.920599,-1.532144,-1.437548,1.531643,2.978067,3.204931,0.146993,-6.295574,-11.229729,-13.944857,-14.340950,-9.337231,-4.765262,-6.354009,-8.027540,-8.570618,-8.485587,-7.865532,-9.344812,-12.123768,-15.923738,-18.403654,-17.165180,-14.774661,-12.103104,-13.039066,-16.709236,-18.928711,-11.678247,-4.463233,-2.392823,-5.443370,-3.983350,-4.332952,-5.586645,-9.973364,-22.334599,-28.109791,-25.898510,-23.999405,-22.478474,-20.214071
