2.320717,2.320717,2.320717,2.320717,2.320717,1.062866,0.044464,-0.554886,0.247228,2.989922,10.044507,20.767076,31.907110,41.073925,46.642868,47.792706,46.264332,42.831467,36.606693,30.259361,26.955288,26.545135,27.110594,26.789812,24.332458,21.505768,18.821728,14.539739,6.705053,-3.347616,-11.357744,-14.856484,-14.819362,-12.924310,-10.734725,-9.189931,-8.620544,-10.946280,-18.724817,-31.687227,-48.364365,-62.342384,-69.216278,-69.392174,-64.001015,-52.193405,-34.869019,-15.530031,0.835163,8.169060,8.411039,5.266798,0.140520,-5.147632,-8.882236,-10.154016,-9.299062,-7.017845,-4.097460,-1.450325,0.004194,0.028601,-0.178844,-0.274558,0.061011,0.958489,7.303251,20.948057,37.352680,52.348927,62.886951,66.884338,63.214436,52.139858,34.294495,15.952683,2.863019,-4.204858,-6.300073,-5.205275,-1.369532,3.680958,8.207110,10.688284,9.616465,5.078306,-0.188295,-5.371396,-11.035680,-16.488987,-21.950922,-28.332644,-35.567364,-43.135551,-49.384583,-52.232128,-50.202351,-43.246391,-33.207310,-22.450621,-13.381279,-6.931220,-3.137957,-3.137957,-3.137957,-3.137957,-3.137957
3.032584,3.032584,3.032584,3.032584,3.032584,1.658634,0.068046,-1.556515,-1.793849,0.005777,1.027300,0.221279,-1.132856,-2.914398,-5.072037,-7.103952,-7.941929,-6.921792,-3.342434,0.227010,2.022331,2.780867,2.798775,2.291326,1.722656,2.209868,3.294430,4.401862,5.256102,5.444102,4.871248,2.848593,0.142705,-2.475200,-4.814880,-6.656880,-7.019834,-5.685697,-2.739931,1.813509,5.719514,6.306518,5.746058,4.167031,1.542474,-1.615333,-5.020304,-7.595279,-8.185337,-7.017082,-6.701801,-5.164443,-1.956086,1.472352,4.162943,5.438347,5.503284,4.729014,3.412523,1.887692,0.756643,0.597337,0.527850,0.349715,0.024250,-0.313700,3.077341,7.874145,11.305257,13.057754,13.237978,11.991558,9.450922,5.756178,0.889603,-0.739337,-0.047802,-0.081603,-1.755590,-4.619179,-7.246557,-8.570942,-7.808097,-4.971550,-0.330721,5.379296,9.638175,11.002063,9.477154,5.963874,1.101415,-4.610105,-9.645771,-12.368248,-12.556615,-11.749720,-10.472266,-8.227301,-5.309473,-2.556341,-1.164114,-0.901953,-0.864401,-0.864401,-0.864401,-0.864401,-0.864401
2.005522,2.005522,2.005522,2.005522,2.005522,1.174432,0.336239,-0.247768,0.028793,1.166674,4.143639,8.373027,11.819710,13.761380,13.963982,12.595262,8.682615,2.761782,-3.730782,-8.220912,-9.856657,-10.152291,-9.591316,-8.766489,-8.157068,-8.688590,-9.933627,-10.949217,-11.224889,-10.571046,-9.188928,-7.366313,-5.548570,-4.485108,-4.120612,-3.611281,-2.837405,-2.043361,-1.213765,-0.067861,2.165097,5.328934,8.181308,10.089812,10.994932,11.070383,10.212372,8.450798,5.904359,3.807956,2.600609,1.656122,1.143430,0.660905,0.256386,-0.026200,-0.138688,-0.098783,-0.073142,-0.231048,-0.677983,-0.849127,-0.752877,-0.600757,-0.878748,-1.696990,-3.971436,-6.971975,-9.452570,-10.726704,-10.713482,-9.446789,-7.031351,-4.060822,-0.768194,1.681090,3.355440,4.790074,6.811200,8.779382,8.751278,6.521632,3.192311,-0.518765,-3.962044,-6.840457,-8.867207,-8.979181,-7.099953,-5.180406,-4.171308,-3.661164,-3.085217,-1.420381,1.671944,5.808902,9.373626,11.323659,11.940609,11.417020,9.618538,6.719827,3.709101,3.709101,3.709101,3.709101,3.709101
0.989504,0.989504,0.989504,0.989504,0.989504,0.968398,0.992924,1.067015,1.183482,1.533250,1.328984,-0.086435,-1.688291,-2.684543,-2.592950,-1.370877,0.198537,1.715956,3.488986,4.701212,4.397009,3.325044,2.221621,1.547884,1.015043,-0.168907,-2.154175,-4.245841,-5.990564,-7.298426,-8.486257,-8.678681,-7.743272,-6.158397,-4.376401,-2.682585,-1.309862,-0.130676,0.938534,1.497412,2.787914,4.026177,4.887808,5.738558,6.435378,6.937598,7.238208,7.030456,6.431028,6.355965,5.830648,4.101578,1.077844,-1.953323,-4.315653,-5.581957,-5.737369,-4.768952,-2.918274,-0.722145,1.123047,1.679715,1.860350,1.712078,1.341774,0.804497,-2.324773,-5.071695,-6.688860,-7.602221,-7.830695,-7.370602,-6.262330,-4.308680,-1.159131,0.057883,1.624316,4.376422,7.332689,10.174690,11.361848,10.348117,7.577161,3.735436,-0.751042,-4.965922,-7.631292,-8.500693,-7.002649,-4.430605,-1.888802,-0.016748,0.467778,0.287451,-0.098413,0.075723,0.845655,1.611407,2.590776,3.695218,4.368475,3.767084,2.624562,2.624562,2.624562,2.624562,2.624562
-1.830284,-1.830284,-1.830284,-1.830284,-1.830284,-1.423007,-1.198688,-1.009282,-0.963779,-0.809691,-1.069009,-1.555657,-2.309438,-3.061817,-3.514104,-3.792492,-3.697492,-3.493252,-2.843744,-2.272101,-1.937338,-1.934055,-2.187066,-2.563424,-2.629328,-1.607939,0.257766,2.482903,4.725340,6.797514,8.450568,9.263440,8.945126,7.663269,6.125909,4.705281,3.485992,2.685816,2.657094,3.129930,3.092342,2.174214,0.303713,-1.387722,-2.802852,-4.564289,-6.367257,-7.475082,-7.388781,-6.438886,-4.907234,-3.044077,0.156306,3.396216,5.580684,6.339957,5.889946,4.596878,2.894083,1.226222,0.126640,0.161234,0.283880,0.452899,0.988144,1.814942,1.632968,0.723252,-0.501041,-1.597690,-2.504031,-3.153364,-3.363046,-2.659211,-1.015178,0.019632,0.126915,-0.913907,-2.826084,-4.901964,-6.362189,-6.502605,-5.334439,-2.999203,0.095538,3.150354,5.526556,6.681213,6.656149,5.882135,5.081416,4.330209,3.708921,3.752370,3.368724,2.285666,1.232133,0.344494,-0.521756,-1.331946,-1.934514,-2.296995,-1.764677,-1.764677,-1.764677,-1.764677,-1.764677
-1.692623,-1.692623,-1.692623,-1.692623,-1.692623,-1.077812,-0.457333,0.367677,1.112884,1.611535,2.754966,3.969218,4.757119,4.969037,4.364130,2.681480,-0.065437,-3.082486,-5.803960,-6.694036,-5.884642,-4.347934,-2.730124,-1.513377,-0.890091,-1.138550,-1.803824,-2.417537,-2.643246,-1.944919,0.335279,3.025207,5.131957,6.500389,7.093260,6.771807,5.517706,3.391999,0.777668,-0.974158,-1.918644,-2.043770,-2.145989,-1.778769,-0.944009,0.072958,0.846934,1.168747,0.964690,0.662076,0.951337,0.887572,0.486877,0.249861,0.209157,0.134534,-0.027288,-0.248673,-0.366519,-0.299875,-0.180796,-0.376921,-0.558081,-0.578225,-0.537327,-0.512980,-0.737301,-0.820728,-0.511631,-0.053299,0.333362,0.693539,1.184134,1.655510,1.889285,1.504175,0.373345,-1.091357,-2.093558,-3.051769,-3.827102,-3.955726,-3.664919,-3.059785,-2.006172,-0.894949,-0.374670,0.240340,0.588488,0.639587,0.881729,1.404657,2.490087,4.448426,6.198517,6.420816,5.331227,3.792367,1.787249,-0.520008,-2.514930,-3.455624,-2.723550,-2.723550,-2.723550,-2.723550,-2.723550
-2.029969,-2.029969,-2.029969,-2.029969,-2.029969,-1.049670,0.017949,1.197666,2.170197,2.647928,1.124324,-1.193861,-3.047977,-3.787163,-3.322694,-2.386450,-1.869292,-1.156814,-0.045697,-0.182276,-0.943717,-1.674896,-1.952214,-1.363807,-0.160066,0.649525,0.961188,0.889582,0.667559,0.101361,-1.436813,-2.967191,-4.068631,-4.542310,-4.228883,-3.256191,-1.724961,0.328650,2.361861,3.550012,4.722966,4.734984,4.594197,4.478823,4.309442,3.911681,3.521663,2.978343,2.543395,2.746647,2.144624,1.224203,-0.234722,-1.418068,-2.194048,-2.351650,-2.067775,-1.483215,-0.728572,0.061304,0.636791,0.489413,0.173637,-0.213331,-0.874211,-1.534226,-2.458873,-3.381251,-4.212055,-4.735601,-4.770232,-4.250568,-3.331680,-2.490077,-1.711218,-1.462867,-1.262523,-0.723465,-0.150113,0.674702,1.610840,2.129125,2.048367,1.484444,0.515831,-0.523213,-0.802072,-0.469651,0.552344,2.015216,3.254860,3.817064,3.916437,3.887148,3.558630,3.116674,2.321896,1.534208,0.752569,-0.029171,-0.880875,-1.491842,-1.500322,-1.500322,-1.500322,-1.500322,-1.500322
-0.829690,-0.829690,-0.829690,-0.829690,-0.829690,-0.211387,0.099901,0.221618,0.255510,0.096789,-0.669877,-1.666895,-2.479833,-2.760324,-2.218798,-1.598966,-1.375808,-0.912964,-0.319457,-0.191678,-0.393726,-0.627457,-0.726720,-0.146473,1.248809,2.795176,4.313490,5.429881,5.911691,5.576350,4.782826,3.904437,3.163653,2.801158,2.765837,2.910129,3.062190,3.045513,2.562335,1.443265,-0.447504,-2.878334,-4.628623,-5.726240,-6.329327,-7.072350,-7.852398,-7.981791,-7.465775,-6.930102,-6.362134,-4.462514,-1.153757,2.227446,4.593530,5.559502,5.434735,4.517019,3.062099,1.399375,0.107001,-0.129834,-0.039694,0.238817,0.677032,1.120919,1.227061,0.877077,0.536960,0.229607,-0.050882,-0.180809,-0.174207,-0.060464,-0.020540,-0.515369,-1.887058,-3.499467,-4.595291,-4.474211,-2.786913,-0.568938,1.487472,3.026694,3.747423,3.332428,2.190307,0.825354,-0.231336,-0.491103,-0.610858,-0.773739,-0.681468,-0.409667,-0.602490,-0.451140,0.203596,0.937658,1.332233,1.100840,0.410157,-0.106149,-0.206816,-0.206816,-0.206816,-0.206816,-0.206816
-0.782155,-0.782155,-0.782155,-0.782155,-0.782155,-0.211311,0.753795,2.027761,3.203583,3.950896,4.256953,4.020413,3.141345,1.664346,-0.211443,-2.227275,-4.239224,-5.686234,-6.355863,-5.929870,-4.128574,-1.961521,-0.180973,0.992900,1.568619,1.551818,1.264734,0.897310,0.821060,1.560643,1.889862,1.513704,0.881838,0.124457,-0.525589,-0.887150,-0.821100,-0.282746,0.541362,1.007863,1.282745,1.293716,1.002048,0.501028,0.063138,0.158653,0.625139,1.050383,1.424360,1.919253,2.139866,1.860673,0.890293,-0.080358,-0.767131,-1.154582,-1.330560,-1.292755,-1.098603,-0.886021,-0.816769,-1.091056,-1.190356,-1.165885,-0.856000,-0.260199,0.788953,1.498785,1.936976,1.957887,1.632797,1.030453,0.241014,-0.282992,-0.350083,0.363352,0.800641,0.463522,-0.700175,-2.546906,-4.003262,-4.694475,-4.806824,-4.222151,-2.567145,0.187537,2.565314,4.005871,4.150684,3.786247,3.227127,2.033901,0.114527,-1.815086,-2.771013,-2.910649,-2.170724,-1.025304,0.229523,1.242964,1.711619,1.418850,0.608738,0.608738,0.608738,0.608738,0.608738
0.659111,0.659111,0.659111,0.659111,0.659111,0.838313,1.031272,1.097027,0.923110,0.702012,-0.175602,-1.260491,-2.280888,-2.879256,-2.737675,-1.959865,-0.730629,0.524655,1.561801,1.656512,1.207571,0.579348,0.025722,-0.199960,-0.317046,-0.546217,-0.971025,-1.629856,-2.268602,-2.348261,-1.746118,-1.028378,-0.248017,0.425131,0.710296,0.687320,0.471731,0.194034,0.252276,0.547937,0.318595,0.500119,0.649337,0.664329,0.540336,0.297776,0.394815,0.761588,1.106197,0.860255,0.958287,1.082945,1.089959,0.889569,0.389450,0.026522,-0.145076,-0.205960,-0.280509,-0.455990,-0.680563,-0.900185,-1.005344,-0.945581,-0.950288,-1.156824,-1.269509,-1.607613,-2.036026,-2.349540,-2.429219,-2.160811,-1.426099,-0.497260,0.088584,0.413576,0.326425,0.529599,1.033643,1.423625,1.489927,1.665460,1.831493,1.674436,0.741826,-1.260683,-2.842456,-3.392186,-3.361778,-3.102208,-2.287177,-0.965856,0.607059,1.814300,1.996036,1.967763,2.474910,2.901140,2.969860,2.709085,2.438182,2.159979,1.623839,1.623839,1.623839,1.623839,1.623839
